UNITID,NPT4_PUB,NPT4_PRIV
204884,NULL,12231
204893,NULL,9855
204909,NULL,25194
204936,NULL,24287
204945,7692,NULL
204963,NULL,15988
204981,22777,NULL
204990,NULL,NULL
205027,NULL,34557
205054,NULL,30607
205090,NULL,NULL
205124,NULL,6405
205142,NULL,8748
205179,NULL,27552
205203,NULL,32597
205391,NULL,30229
205443,15646,NULL
205470,3258,NULL
205559,NULL,22298
205610,NULL,NULL
205841,6167,NULL
205887,NULL,16473
205957,NULL,23699
205966,6943,NULL
206011,13220,NULL
206039,NULL,11512
206048,NULL,20638
206084,15095,NULL
206154,NULL,NULL
206172,NULL,NULL
206181,12793,NULL
206215,NULL,NULL
206279,NULL,16134
206288,NULL,NULL
206321,13898,NULL
206330,NULL,17850
206349,NULL,17579
206394,NULL,26056
206437,NULL,18875
206446,9130,NULL
206491,NULL,10892
206507,NULL,20370
206516,NULL,NULL
206525,NULL,24263
206589,NULL,25442
206604,16249,NULL
206613,9732,NULL
206622,NULL,30019
206695,10943,NULL
206783,NULL,12211
206817,NULL,26731
206835,NULL,26109
206862,NULL,20311
206880,NULL,11170
206905,3894,NULL
206914,8636,NULL
206923,4553,NULL
206932,NULL,11672
206941,14594,NULL
206969,NULL,8389
206996,8947,NULL
207041,9233,NULL
207050,6117,NULL
207069,5033,NULL
207087,NULL,17731
207102,NULL,13742
207157,NULL,15557
207209,13137,NULL
207236,16415,NULL
207254,NULL,23798
207263,9167,NULL
207272,NULL,6059
207281,7042,NULL
207290,9684,NULL
207306,8612,NULL
207315,NULL,NULL
207324,NULL,18206
207342,NULL,NULL
207351,13168,NULL
207388,14824,NULL
207397,6927,NULL
207403,NULL,16267
207449,7899,NULL
207458,NULL,26838
207500,19254,NULL
207564,8845,NULL
207582,NULL,19035
207625,NULL,25309
207661,13839,NULL
207670,9583,NULL
207704,NULL,18410
207722,7149,NULL
207740,11393,NULL
207786,NULL,5427
207847,8253,NULL
207856,NULL,11925
207865,12002,NULL
207935,6950,NULL
207962,NULL,26294
207971,NULL,23948
208017,NULL,5150
208026,7904,NULL
208035,5132,NULL
208044,NULL,15785
208053,6462,NULL
208123,NULL,19740
208187,NULL,14893
208239,NULL,23262
208248,NULL,14032
208275,10630,NULL
208318,9735,NULL
208390,6258,NULL
208406,5846,NULL
208415,10121,NULL
208433,NULL,8899
208479,NULL,22394
208488,NULL,21765
208512,NULL,18606
208637,NULL,NULL
208646,14529,NULL
208655,NULL,8839
208725,NULL,19019
208822,NULL,28366
208859,NULL,9413
209038,7286,NULL
209056,NULL,34838
209065,NULL,27254
209074,8404,NULL
209083,NULL,15393
209108,NULL,NULL
209153,NULL,8396
209205,NULL,13910
209241,NULL,NULL
209250,7793,NULL
209287,NULL,24630
209296,NULL,NULL
209409,NULL,19277
209490,NULL,NULL
209506,17041,NULL
209533,NULL,26654
209542,20493,NULL
209551,15693,NULL
209603,NULL,32541
209612,NULL,29902
209667,NULL,8387
209676,NULL,9791
209694,NULL,9599
209700,NULL,9107
209719,NULL,13968
209746,9095,NULL
209807,14160,NULL
209825,NULL,33239
209922,NULL,31815
209940,7823,NULL
209986,NULL,7714
210076,NULL,21713
210146,9164,NULL
210155,9457,NULL
210234,10399,NULL
210270,11601,NULL
210304,NULL,21780
210331,NULL,24491
210340,NULL,9067
210368,NULL,NULL
210401,NULL,28327
210429,16875,NULL
210438,NULL,NULL
210474,NULL,15408
210492,NULL,15996
210508,NULL,NULL
210571,NULL,23258
210599,NULL,15596
210605,9021,NULL
210669,NULL,22927
210711,NULL,14031
210739,NULL,27745
210748,NULL,15329
210775,NULL,26359
210784,NULL,16413
210809,NULL,NULL
210890,NULL,29577
210942,NULL,24165
210951,NULL,14163
210960,NULL,22979
211006,NULL,13376
211024,NULL,18011
211079,10611,NULL
211088,NULL,25917
211130,NULL,NULL
211149,NULL,NULL
211158,18796,NULL
211200,NULL,13105
211273,NULL,25672
211291,NULL,40976
211307,8208,NULL
211316,NULL,10477
211334,NULL,9921
211343,5148,NULL
211352,NULL,24169
211361,19677,NULL
211431,NULL,17127
211440,NULL,31102
211468,NULL,21060
211477,NULL,18889
211556,NULL,20906
211583,NULL,22397
211608,15425,NULL
211617,NULL,20386
211635,NULL,NULL
211644,19409,NULL
211802,NULL,19559
211820,NULL,11239
211893,NULL,15598
211909,NULL,21620
211927,10401,NULL
211981,NULL,29674
212009,NULL,28464
212018,NULL,NULL
212045,NULL,27534
212054,NULL,37427
212106,NULL,28961
212115,17536,NULL
212133,NULL,22257
212160,16085,NULL
212197,NULL,28227
212230,NULL,16621
212267,NULL,16137
212276,NULL,15416
212294,NULL,15628
212300,NULL,14162
212328,NULL,15426
212337,NULL,14485
212355,NULL,15600
212373,NULL,16569
212382,NULL,15340
212391,NULL,15634
212434,NULL,12251
212443,NULL,NULL
212452,NULL,26662
212568,NULL,22759
212577,NULL,27531
212601,NULL,21806
212656,NULL,19914
212674,NULL,27597
212753,NULL,16004
212771,NULL,NULL
212805,NULL,NULL
212832,NULL,23564
212869,NULL,21730
212878,10925,NULL
212911,NULL,26607
212975,NULL,28366
212984,NULL,15323
212993,NULL,20910
213002,NULL,22501
213011,NULL,31971
213020,20761,NULL
213163,NULL,NULL
213181,NULL,15320
213215,NULL,15548
213233,NULL,18637
213251,NULL,24795
213303,NULL,19609
213321,NULL,25898
213330,NULL,12447
213349,20789,NULL
213358,NULL,20792
213367,NULL,25937
213376,NULL,17599
213385,NULL,30820
213400,NULL,21145
213446,NULL,NULL
213455,NULL,13093
213473,NULL,18350
213491,NULL,15308
213507,NULL,27287
213525,6275,NULL
213534,NULL,15945
213543,NULL,34212
213552,NULL,19587
213570,NULL,19588
213589,NULL,22031
213598,18769,NULL
213613,19034,NULL
213622,NULL,21530
213631,NULL,NULL
213659,7257,NULL
213668,NULL,19019
213774,NULL,16343
213783,21004,NULL
213826,NULL,23541
213871,NULL,19259
213914,NULL,16740
213932,NULL,NULL
213987,NULL,19898
213996,NULL,27200
214023,NULL,11622
214041,22032,NULL
214069,NULL,25561
214111,9677,NULL
214148,NULL,33969
214157,NULL,26838
214166,NULL,21940
214175,NULL,31131
214254,NULL,22150
214272,NULL,22583
214290,NULL,7906
214379,8722,NULL
214476,NULL,26633
214528,NULL,19803
214564,NULL,NULL
214582,NULL,22202
214591,24477,NULL
214607,NULL,NULL
214616,NULL,NULL
214625,15068,NULL
214634,16905,NULL
214643,13352,NULL
214652,14825,NULL
214670,14178,NULL
214689,23927,NULL
214698,17288,NULL
214704,22144,NULL
214713,21974,NULL
214731,16255,NULL
214740,18914,NULL
214759,14524,NULL
214768,18893,NULL
214777,30373,NULL
214786,15862,NULL
214795,19870,NULL
214801,15057,NULL
214810,13890,NULL
214829,16123,NULL
214883,NULL,8303
214892,NULL,31953
214944,NULL,18227
214971,NULL,36790
215008,NULL,23572
215044,NULL,20215
215053,NULL,26250
215062,NULL,24242
215099,NULL,27294
215105,NULL,36721
215114,NULL,18776
215123,NULL,NULL
215132,NULL,31454
215239,7701,NULL
215266,18432,NULL
215275,17949,NULL
215284,20542,NULL
215293,28331,NULL
215309,19027,NULL
215336,NULL,17012
215381,NULL,28972
215390,NULL,NULL
215415,NULL,25154
215424,NULL,NULL
215442,NULL,19494
215479,NULL,NULL
215530,NULL,9757
215585,9608,NULL
215594,NULL,17203
215619,NULL,NULL
215628,NULL,NULL
215637,NULL,32364
215646,NULL,19292
215655,NULL,25996
215682,NULL,13870
215691,NULL,19151
215743,NULL,26040
215770,NULL,33546
215798,NULL,20909
215813,NULL,NULL
215886,15503,NULL
215929,NULL,35298
215947,NULL,24515
215974,NULL,22525
215983,NULL,30914
215992,NULL,7688
216010,21714,NULL
216038,18921,NULL
216047,NULL,35565
216074,NULL,20004
216083,NULL,18029
216162,NULL,NULL
216223,NULL,15942
216278,NULL,25492
216287,NULL,20511
216296,7828,NULL
216311,NULL,9631
216339,23366,NULL
216348,NULL,NULL
216357,NULL,23701
216366,NULL,NULL
216418,NULL,22173
216427,NULL,12809
216436,NULL,18842
216445,NULL,16933
216454,NULL,19642
216463,NULL,NULL
216524,NULL,29219
216542,NULL,21369
216551,NULL,35357
216579,NULL,20338
216597,NULL,41849
216630,NULL,NULL
216649,NULL,NULL
216667,NULL,27925
216694,NULL,19258
216746,NULL,18272
216764,22193,NULL
216773,NULL,20591
216782,NULL,28280
216807,NULL,21618
216816,NULL,NULL
216825,7686,NULL
216852,NULL,30017
216931,NULL,25852
217013,NULL,19743
217040,NULL,8941
217059,NULL,20779
217077,NULL,17341
217156,NULL,30205
217165,NULL,37452
217235,NULL,25874
217305,NULL,31422
217323,NULL,12534
217402,NULL,38823
217420,10366,NULL
217475,6575,NULL
217484,19431,NULL
217493,NULL,46277
217518,NULL,35333
217536,NULL,28368
217572,NULL,NULL
217581,NULL,17405
217606,NULL,23024
217615,3280,NULL
217624,NULL,15957
217633,NULL,21439
217688,NULL,17297
217712,6951,NULL
217721,NULL,19134
217749,NULL,13504
217776,NULL,16130
217794,NULL,16438
217819,19311,NULL
217828,NULL,14824
217837,8378,NULL
217864,17935,NULL
217873,NULL,19962
217882,17696,NULL
217891,NULL,13804
217907,NULL,15872
217925,NULL,18191
217934,NULL,18340
217961,NULL,21556
217989,7608,NULL
217998,NULL,33408
218025,3185,NULL
218043,NULL,19174
218061,12619,NULL
218070,NULL,28057
218113,6580,NULL
218140,5549,NULL
218159,NULL,17166
218195,NULL,16786
218229,14508,NULL
218238,NULL,24073
218335,NULL,NULL
218353,5620,NULL
218399,NULL,16801
218414,NULL,19167
218441,NULL,26450
218487,6565,NULL
218520,10998,NULL
218539,NULL,19774
218645,14927,NULL
218654,16507,NULL
218663,19519,NULL
218672,8421,NULL
218681,12709,NULL
218690,7900,NULL
218706,10519,NULL
218724,16337,NULL
218733,21795,NULL
218742,14896,NULL
218751,NULL,NULL
218821,NULL,13376
218830,1497,NULL
218858,5454,NULL
218867,NULL,13574
218885,8094,NULL
218894,4943,NULL
218919,NULL,17318
218955,8347,NULL
218964,17274,NULL
218973,NULL,24722
218991,8892,NULL
219000,NULL,18514
219037,NULL,10159
219046,15839,NULL
219082,16940,NULL
219091,NULL,20336
219125,NULL,9065
219143,12394,NULL
219170,NULL,NULL
219189,12077,NULL
219198,NULL,20396
219204,NULL,15428
219213,NULL,11583
219240,NULL,NULL
219259,14821,NULL
219277,5207,NULL
219295,NULL,19329
219338,NULL,NULL
219347,19759,NULL
219356,19415,NULL
219374,NULL,12723
219383,NULL,20014
219392,NULL,NULL
219408,8979,NULL
219426,14289,NULL
219453,NULL,11299
219471,17359,NULL
219480,14016,NULL
219505,NULL,18651
219578,NULL,NULL
219587,NULL,16306
219596,3660,NULL
219602,12619,NULL
219639,NULL,10731
219709,NULL,34819
219718,NULL,14294
219790,NULL,15532
219806,NULL,18003
219824,7111,NULL
219833,NULL,9468
219842,NULL,NULL
219851,NULL,30637
219879,5431,NULL
219888,6017,NULL
219903,NULL,22877
219921,3102,NULL
219949,NULL,21318
219976,NULL,24279
219994,10036,NULL
220002,NULL,21439
220057,5503,NULL
220075,14218,NULL
220118,NULL,22041
220127,10755,NULL
220163,NULL,13877
220181,NULL,28362
220206,NULL,20871
220215,NULL,17308
220251,9814,NULL
220279,5271,NULL
220312,NULL,12999
220321,9878,NULL
220394,4431,NULL
220400,7688,NULL
220464,NULL,11963
220473,NULL,15663
220491,NULL,19791
220516,NULL,18317
220552,NULL,23907
220598,NULL,12560
220604,NULL,9670
220613,NULL,18168
220631,NULL,18466
220640,4186,NULL
220701,NULL,19320
220710,NULL,18146
220756,3577,NULL
220765,NULL,14012
220792,NULL,NULL
220808,NULL,32368
220853,5681,NULL
220862,13921,NULL
220871,NULL,NULL
220978,12416,NULL
220996,NULL,NULL
221050,10512,NULL
221096,7229,NULL
221102,8052,NULL
221148,NULL,20224
221157,NULL,22527
221184,7176,NULL
221236,9118,NULL
221254,NULL,26071
221281,8270,NULL
221333,6391,NULL
221351,NULL,25629
221388,5597,NULL
221397,7647,NULL
221430,4949,NULL
221485,4918,NULL
221494,9087,NULL
221519,NULL,27544
221582,6607,NULL
221591,8411,NULL
221607,9227,NULL
221616,6693,NULL
221625,7579,NULL
221634,6694,NULL
221643,6232,NULL
221661,NULL,20762
221670,NULL,NULL
221731,NULL,5815
221740,14892,NULL
221759,19335,NULL
221768,10358,NULL
221795,NULL,19778
221829,NULL,11806
221838,11083,NULL
221847,14410,NULL
221892,NULL,18549
221908,6196,NULL
221953,NULL,16774
221971,NULL,22839
221999,NULL,19959
222053,7014,NULL
222062,3549,NULL
222099,NULL,10277
222105,NULL,11100
222178,NULL,26037
222567,7446,NULL
222576,4072,NULL
222628,NULL,NULL
222822,8431,NULL
222831,13144,NULL
222877,NULL,17892
222886,NULL,23816
222938,NULL,21483
222983,NULL,21008
222992,8175,NULL
223001,NULL,NULL
223056,NULL,13294
223083,NULL,NULL
223117,NULL,3535
223223,NULL,NULL
223232,NULL,34898
223320,7904,NULL
223427,14990,NULL
223463,NULL,19176
223472,NULL,15741
223506,4381,NULL
223524,5894,NULL
223773,7886,NULL
223816,5032,NULL
223852,NULL,15224
223898,8457,NULL
223922,7841,NULL
224004,NULL,23030
224013,NULL,9449
224110,6263,NULL
224147,16159,NULL
224156,NULL,31719
224226,NULL,25334
224244,NULL,22041
224271,NULL,13517
224305,NULL,NULL
224323,NULL,23663
224350,5357,NULL
224527,NULL,19841
224545,11780,NULL
224554,11704,NULL
224572,6495,NULL
224615,5611,NULL
224642,4581,NULL
224660,NULL,22336
224679,NULL,24979
224712,NULL,NULL
224758,NULL,11293
224776,NULL,21698
224828,NULL,10848
224891,7704,NULL
224961,3451,NULL
225070,8044,NULL
225201,NULL,11360
225247,NULL,19607
225308,7515,NULL
225371,8878,NULL
225399,NULL,20852
225414,13055,NULL
225423,5747,NULL
225432,8950,NULL
225502,10615,NULL
225511,16392,NULL
225520,6035,NULL
225548,NULL,22137
225575,NULL,17384
225627,NULL,21431
225779,NULL,18420
225876,NULL,10600
225885,NULL,14321
225991,NULL,17107
226019,6981,NULL
226091,12941,NULL
226107,3665,NULL
226116,5815,NULL
226125,NULL,3970
226134,5698,NULL
226152,5089,NULL
226204,6036,NULL
226231,NULL,21381
226277,NULL,20940
226374,NULL,12708
226383,NULL,22393
226408,2769,NULL
226471,NULL,23966
226578,6990,NULL
226587,NULL,22429
226675,NULL,NULL
226806,9560,NULL
226833,10451,NULL
226860,NULL,8636
226879,NULL,19572
226903,NULL,26704
226930,5499,NULL
227003,NULL,14348
227058,NULL,10537
227146,13796,NULL
227155,NULL,9905
227182,6940,NULL
227191,6020,NULL
227216,13832,NULL
227225,8166,NULL
227289,NULL,NULL
227298,NULL,24709
227304,8382,NULL
227313,NULL,17239
227322,NULL,17242
227331,NULL,17640
227368,3901,NULL
227377,4453,NULL
227386,7240,NULL
227401,7004,NULL
227429,NULL,5185
227526,11090,NULL
227687,5507,NULL
227748,NULL,22627
227757,NULL,20237
227766,5216,NULL
227836,NULL,19336
227845,NULL,22968
227854,7197,NULL
227863,NULL,17309
227881,13560,NULL
227924,7101,NULL
227979,8886,NULL
228042,NULL,18204
228088,NULL,15653
228149,NULL,17522
228158,3765,NULL
228185,NULL,7822
228194,NULL,NULL
228200,NULL,24736
228219,NULL,24512
228246,NULL,32190
228282,NULL,18270
228316,6971,NULL
228325,NULL,24909
228343,NULL,24993
228431,13057,NULL
228459,15545,NULL
228468,NULL,20553
228486,NULL,6540
228501,12761,NULL
228529,17576,NULL
228547,6303,NULL
228608,4363,NULL
228635,NULL,NULL
228644,NULL,NULL
228653,NULL,NULL
228699,6942,NULL
228705,13188,NULL
228723,20282,NULL
228769,13200,NULL
228778,16960,NULL
228787,14763,NULL
228796,8135,NULL
228802,13363,NULL
228866,NULL,NULL
228875,NULL,35429
228884,NULL,15596
228909,NULL,NULL
228981,NULL,19241
229018,10117,NULL
229027,12745,NULL
229036,NULL,21761
229063,19676,NULL
229115,17134,NULL
229160,NULL,28325
229179,9493,NULL
229267,NULL,23144
229300,NULL,NULL
229337,NULL,NULL
229355,9221,NULL
229416,NULL,17235
229425,NULL,15461
229504,6408,NULL
229522,NULL,10842
229540,6690,NULL
229656,NULL,12289
229780,NULL,19137
229799,6480,NULL
229814,14916,NULL
229832,4408,NULL
229841,5086,NULL
229887,NULL,14096
229957,NULL,22391
230010,6789,NULL
230038,NULL,12974
230047,NULL,11428
230056,NULL,21484
230065,NULL,NULL
230135,NULL,10393
230144,NULL,4211
230162,NULL,NULL
230171,12037,NULL
230199,NULL,7413
230205,NULL,6693
230214,NULL,17584
230366,NULL,18046
230418,NULL,7018
230490,3466,NULL
230597,10485,NULL
230603,14376,NULL
230621,NULL,28984
230630,NULL,27232
230676,7472,NULL
230728,13279,NULL
230737,7995,NULL
230746,7621,NULL
230764,13728,NULL
230782,12061,NULL
230807,NULL,20826
230816,NULL,29815
230834,17215,NULL
230852,NULL,34833
230861,11012,NULL
230889,NULL,20392
230898,NULL,22524
230913,15018,NULL
230931,13567,NULL
230940,NULL,17636
230959,NULL,26075
230977,NULL,21769
230995,NULL,22438
231004,NULL,13632
231059,NULL,30142
231068,NULL,NULL
231077,NULL,17891
231086,NULL,22393
231095,NULL,34368
231147,NULL,NULL
231165,19750,NULL
231174,18877,NULL
231280,NULL,12899
231411,NULL,20078
231420,NULL,20938
231536,8215,NULL
231554,NULL,21785
231581,NULL,19538
231624,19720,NULL
231651,NULL,17842
231688,8419,NULL
231697,4922,NULL
231712,22351,NULL
231721,NULL,12195
231785,NULL,12339
231828,NULL,15420
231837,NULL,29899
231873,6397,NULL
231882,7562,NULL
231970,NULL,NULL
232016,NULL,23799
232025,NULL,19340
232043,NULL,23343
232052,4887,NULL
232089,NULL,24198
232186,19779,NULL
232195,8044,NULL
232256,NULL,31337
232265,NULL,26458
232308,NULL,19456
232414,7202,NULL
232423,20204,NULL
232450,6952,NULL
232557,NULL,27573
232566,20437,NULL
232575,7479,NULL
232609,NULL,22420
232618,NULL,NULL
232672,NULL,17850
232681,21227,NULL
232706,NULL,24314
232724,NULL,NULL
232788,6411,NULL
232797,NULL,18946
232867,6807,NULL
232885,NULL,NULL
232919,NULL,24124
232937,15259,NULL
232946,10415,NULL
232982,15368,NULL
233019,4658,NULL
233037,4582,NULL
233082,NULL,NULL
233091,NULL,18147
233116,7778,NULL
233277,16743,NULL
233286,NULL,13978
233295,NULL,25621
233301,NULL,25614
233310,6188,NULL
233329,NULL,25569
233338,14372,NULL
233356,NULL,NULL
233374,NULL,26264
233408,NULL,25431
233426,NULL,27435
233480,NULL,NULL
233541,NULL,29280
233611,NULL,18554
233639,8165,NULL
233648,7587,NULL
233666,NULL,12975
233684,NULL,24289
233718,NULL,21291
233754,7663,NULL
233772,8051,NULL
233842,NULL,NULL
233897,11528,NULL
233903,6489,NULL
233921,20343,NULL
233949,7348,NULL
234030,21655,NULL
234076,20857,NULL
234085,19905,NULL
234119,NULL,15506
234137,NULL,14002
234155,15063,NULL
234164,NULL,21073
234173,NULL,24524
234207,NULL,25961
234359,22733,NULL
234377,1866,NULL
234401,NULL,15384
234492,NULL,22875
234650,NULL,14527
234669,7169,NULL
234696,3871,NULL
234711,6321,NULL
234827,14382,NULL
234845,6053,NULL
234915,NULL,NULL
234924,NULL,16713
234933,7618,NULL
234951,6132,NULL
234979,8014,NULL
235024,NULL,36408
235088,NULL,38136
235097,12885,NULL
235103,7561,NULL
235149,8253,NULL
235158,NULL,15644
235167,12147,NULL
235237,6182,NULL
235307,NULL,10971
235316,NULL,32623
235334,6716,NULL
235343,9750,NULL
235352,NULL,16190
235422,NULL,10234
235431,7587,NULL
235501,NULL,12141
235547,NULL,NULL
235583,NULL,13654
235671,5019,NULL
235699,7580,NULL
235750,7177,NULL
235954,NULL,7995
236018,NULL,7276
236072,3840,NULL
236133,NULL,21802
236188,5970,NULL
236212,NULL,20694
236230,NULL,24034
236258,5294,NULL
236328,NULL,37074
236382,7054,NULL
236452,NULL,21416
236504,7475,NULL
236513,4361,NULL
236577,NULL,30299
236595,NULL,35006
236610,5167,NULL
236638,7354,NULL
236656,7603,NULL
236692,5000,NULL
236708,7011,NULL
236744,NULL,7068
236753,6075,NULL
236887,5537,NULL
236896,NULL,23106
236939,16314,NULL
236948,12037,NULL
236975,6719,NULL
237011,16220,NULL
237039,6630,NULL
237057,NULL,43488
237066,NULL,28229
237109,6977,NULL
237118,NULL,17835
237127,NULL,7874
237136,NULL,15471
237145,NULL,5362
237172,13991,NULL
237181,NULL,20337
237215,9065,NULL
237242,5293,NULL
237303,NULL,5754
237312,NULL,14138
237321,NULL,9157
237330,8937,NULL
237358,NULL,16843
237367,10379,NULL
237385,17435,NULL
237437,NULL,8725
237473,11958,NULL
237491,6928,NULL
237525,9484,NULL
237543,4882,NULL
237552,NULL,31059
237561,7146,NULL
237570,NULL,11792
237598,NULL,15399
237613,NULL,11494
237640,NULL,17061
237686,7247,NULL
237701,8401,NULL
237729,4118,NULL
237783,NULL,20074
237792,9908,NULL
237817,4658,NULL
237844,4930,NULL
237880,NULL,NULL
237899,8976,NULL
237905,NULL,NULL
237932,13339,NULL
237950,8710,NULL
237969,NULL,18232
237987,NULL,11445
237996,NULL,16811
238005,NULL,11352
238014,4347,NULL
238032,11825,NULL
238078,NULL,17638
238096,4318,NULL
238175,NULL,11924
238193,NULL,17753
238263,11290,NULL
238324,NULL,25881
238333,NULL,13972
238397,8790,NULL
238430,NULL,17199
238458,NULL,22736
238476,NULL,26532
238573,NULL,NULL
238616,NULL,25457
238661,NULL,24228
238722,11712,NULL
238759,9050,NULL
238810,NULL,11109
238980,NULL,20281
239008,9976,NULL
239017,NULL,25117
239071,NULL,18300
239080,NULL,22346
239105,NULL,29120
239169,NULL,NULL
239220,10702,NULL
239248,7633,NULL
239309,NULL,23972
239318,NULL,21328
239372,9408,NULL
239390,NULL,19156
239424,NULL,NULL
239442,9257,NULL
239460,11105,NULL
239488,10368,NULL
239512,NULL,19438
239628,NULL,18592
239637,NULL,NULL
239716,NULL,24930
239743,NULL,20229
239877,NULL,9026
239910,9875,NULL
239929,NULL,16847
240055,7782,NULL
240107,NULL,19421
240116,10971,NULL
240125,10319,NULL
240170,9777,NULL
240189,14310,NULL
240198,11581,NULL
240213,NULL,NULL
240240,NULL,13220
240268,16188,NULL
240277,14443,NULL
240329,14424,NULL
240338,NULL,20073
240365,15307,NULL
240374,10849,NULL
240392,NULL,23304
240417,15679,NULL
240426,13023,NULL
240444,19880,NULL
240453,16650,NULL
240462,15237,NULL
240471,14553,NULL
240480,14005,NULL
240505,6506,NULL
240514,4474,NULL
240596,5577,NULL
240620,6492,NULL
240657,6326,NULL
240666,9050,NULL
240693,6788,NULL
240709,NULL,9098
240718,NULL,22649
240727,13070,NULL
240736,4642,NULL
240745,6616,NULL
240754,8899,NULL
240790,3899,NULL
240879,NULL,6548
240985,NULL,9717
241100,NULL,10768
241128,NULL,11489
241146,NULL,6440
241182,NULL,2925
241191,NULL,7927
241216,NULL,4266
241225,NULL,6847
241304,NULL,3666
241331,NULL,10895
241377,NULL,3170
241386,NULL,4378
241395,NULL,8465
241410,NULL,9947
241517,NULL,7357
241614,NULL,6452
241720,923,NULL
241739,NULL,8288
241766,6758,NULL
241793,NULL,NULL
241836,NULL,7982
241906,NULL,4854
241951,2347,NULL
242042,3175,NULL
242112,NULL,8412
242121,NULL,3127
242130,NULL,9620
242149,NULL,6248
242316,NULL,2796
242413,NULL,4276
242422,NULL,5630
242556,4412,NULL
242565,2080,NULL
242583,172,NULL
242617,NULL,8819
242626,NULL,7674
242635,NULL,8233
242644,NULL,7912
242653,NULL,11359
242662,NULL,7664
242680,NULL,8333
242699,NULL,8138
242705,NULL,8119
242723,NULL,NULL
242750,NULL,13626
242820,NULL,8335
242945,NULL,4820
242954,NULL,4664
242972,NULL,9500
243072,NULL,14530
243081,NULL,NULL
243106,3400,NULL
243115,7914,NULL
243133,5627,NULL
243142,7743,NULL
243151,6203,NULL
243179,7700,NULL
243188,10811,NULL
243197,8595,NULL
243203,NULL,NULL
243212,8889,NULL
243221,5477,NULL
243346,NULL,8194
243443,NULL,8820
243498,NULL,NULL
243568,NULL,17538
243577,NULL,15047
243586,NULL,8038
243601,NULL,8232
243638,4171,NULL
243647,1046,NULL
243665,11968,NULL
243744,NULL,13261
243780,13746,NULL
243799,32395,NULL
243823,NULL,26356
243832,NULL,7238
243841,NULL,9314
244233,NULL,21864
244279,NULL,15598
244437,6107,NULL
244446,7452,NULL
244561,NULL,26847
244613,NULL,27396
245069,NULL,11230
245281,NULL,10765
245342,NULL,18250
245421,NULL,NULL
245430,NULL,11763
245625,7009,NULL
245652,NULL,20605
245777,NULL,NULL
245838,NULL,NULL
245847,NULL,NULL
245865,NULL,NULL
245883,NULL,NULL
245892,NULL,NULL
245953,NULL,16992
245962,NULL,26188
245980,NULL,6698
245999,5065,NULL
246017,NULL,NULL
246035,NULL,18937
246071,10898,NULL
246202,NULL,22791
246266,NULL,20938
246345,NULL,NULL
246354,6483,NULL
246406,NULL,15363
246415,NULL,23378
246460,NULL,7386
246789,NULL,NULL
246813,5380,NULL
246895,12815,NULL
246974,NULL,22225
247010,NULL,15422
247047,NULL,12193
247065,NULL,21446
247153,NULL,23871
247162,NULL,NULL
247409,NULL,18951
247603,11784,NULL
247649,NULL,41405
247700,NULL,NULL
247773,NULL,6535
247825,NULL,NULL
247834,6018,NULL
247940,6297,NULL
248192,NULL,8253
248305,NULL,14303
248527,NULL,7118
248606,5929,NULL
248624,9956,NULL
248633,21566,NULL
248660,NULL,16184
248703,NULL,17345
248846,NULL,32452
248882,NULL,NULL
248925,9256,NULL
248934,NULL,20327
249140,NULL,18870
249238,NULL,17069
249566,NULL,11224
249609,NULL,19279
250027,NULL,8097
250285,NULL,20944
250601,NULL,24328
250744,NULL,26537
250902,NULL,11443
250993,4031,NULL
251075,NULL,21195
251260,10083,NULL
251312,NULL,19577
260293,NULL,NULL
260336,18355,NULL
260363,14532,NULL
260372,17453,NULL
260664,NULL,13479
260691,NULL,20853
260789,NULL,22347
260813,NULL,NULL
260901,NULL,16904
260910,NULL,NULL
260929,NULL,10230
260947,NULL,11425
260965,NULL,11543
260992,NULL,26236
261436,NULL,21615
261676,NULL,20521
261685,NULL,19983
261719,NULL,19136
261773,8207,NULL
261861,NULL,15715
262022,NULL,NULL
262031,3355,NULL
262086,NULL,26055
262129,10248,NULL
262165,NULL,NULL
262341,NULL,18952
262369,NULL,14522
262402,NULL,7123
262466,NULL,35148
362700,NULL,26880
362782,NULL,15760
363013,NULL,18049
363077,NULL,19869
363147,NULL,9524
363165,9211,NULL
363439,NULL,20826
363590,NULL,19752
363633,4841,NULL
363679,NULL,12421
363712,NULL,9110
363721,NULL,NULL
363882,NULL,10040
363907,NULL,4225
363916,NULL,3967
363934,NULL,19713
364016,7331,NULL
364025,7959,NULL
364122,NULL,NULL
364168,NULL,12660
364548,6821,NULL
364575,7669,NULL
364627,6825,NULL
364636,9879,NULL
364751,NULL,12801
364760,NULL,8786
364946,8594,NULL
364955,NULL,22518
364964,14840,NULL
365091,NULL,23983
365125,NULL,14469
365198,10969,NULL
365204,NULL,17096
365213,21052,NULL
365240,9419,NULL
365374,8530,NULL
365383,15795,NULL
365426,NULL,NULL
365480,NULL,NULL
365505,18779,NULL
365693,NULL,13487
365763,12523,NULL
365824,NULL,18954
365833,NULL,19280
366003,NULL,15220
366155,NULL,1588
366191,NULL,19199
366252,23422,NULL
366261,NULL,22418
366270,NULL,21389
366289,NULL,24983
366340,7782,NULL
366368,NULL,NULL
366395,5787,NULL
366401,4136,NULL
366438,NULL,15119
366465,5261,NULL
366535,NULL,19933
366553,NULL,21954
366571,NULL,NULL
366605,NULL,NULL
366623,3973,NULL
