UNITID,NPT4_PRIV,NPT4_PUB,TUITFTE,UG12MN
228875,37513,NULL,27807,9342
228884,19520,NULL,7746,1207
228909,NULL,NULL,12103,NULL
228981,19301,NULL,10942,1455
229018,NULL,9632,6740,7711
229027,NULL,13849,7826,29499
229063,NULL,19950,8588,8961
229115,NULL,17033,9360,32641
229160,21614,NULL,18751,2089
229179,NULL,9727,5965,12131
229267,23016,NULL,18143,2487
229300,NULL,NULL,11755,1034
229337,NULL,NULL,8148,2529
229355,NULL,9567,2297,15992
229416,17283,NULL,11411,2005
229425,14132,NULL,10965,296
229504,NULL,5886,2294,7277
229522,11133,NULL,16223,177
229540,NULL,5736,4132,5100
229656,11515,NULL,4417,485
229780,21855,NULL,10382,5225
229799,NULL,6258,2168,8516
229814,NULL,13185,7066,8377
229832,NULL,5050,2844,5316
229841,NULL,5285,4032,9731
229887,15603,NULL,9520,1600
229957,21115,NULL,33424,16
230010,NULL,7780,2270,2536
230038,13181,NULL,5991,35933
230047,12793,NULL,2592,4065
230056,22505,NULL,15585,268
230065,15155,NULL,7178,242
230144,7085,NULL,5657,36
230162,NULL,NULL,1330,5676
230171,NULL,12846,5967,12920
230199,6496,NULL,8721,54
230205,6809,NULL,6521,43
230214,16182,NULL,10283,410
230366,18445,NULL,25482,360
230418,6424,NULL,3111,2875
230490,NULL,862,1568,3652
230597,NULL,9192,2913,6597
230603,NULL,14284,6714,13625
230621,26988,NULL,10867,307
230630,25196,NULL,12782,196
230676,NULL,NULL,1020,2115
230728,NULL,13150,6483,28804
230737,NULL,7572,4961,48298
230746,NULL,7561,3464,42447
230764,NULL,14364,12004,29276
230782,NULL,11832,4656,34380
230807,22793,NULL,18393,2344
230816,29386,NULL,27805,816
230834,NULL,16913,12921,2152
230852,35549,NULL,18058,4965
230861,NULL,10873,6225,9871
230889,23187,NULL,16352,235
230898,19972,NULL,15513,495
230913,NULL,15308,11984,2938
230940,17497,NULL,12912,354
230959,25587,NULL,44232,3907
230977,32493,NULL,23035,196
230995,25581,NULL,14778,3751
231004,13161,NULL,10339,98
231059,29490,NULL,24234,2021
231068,NULL,NULL,261225,NULL
231077,21080,NULL,9712,264
231086,24599,NULL,12537,404
231095,24066,NULL,14370,234
231147,NULL,NULL,26982,NULL
231165,NULL,20519,16206,2094
231174,NULL,18980,24913,13294
231280,13581,NULL,10247,110
231411,19620,NULL,19014,747
231420,19749,NULL,16063,968
231536,NULL,10660,3311,5685
231554,21997,NULL,10149,1164
231581,19836,NULL,11238,1917
231624,NULL,16383,19385,6815
231651,18403,NULL,12605,5509
231688,NULL,8039,4400,38
231697,NULL,4920,3455,5652
231712,NULL,24185,8188,5024
231721,NULL,NULL,9018,34
231785,13809,NULL,15722,759
231828,15928,NULL,17171,1098
231837,27000,NULL,19905,883
231873,NULL,6349,3182,1670
231882,NULL,7742,2454,4260
231970,NULL,NULL,34705,NULL
232016,25515,NULL,17586,290
232025,18182,NULL,15007,1029
232043,24326,NULL,16768,1307
232052,NULL,4766,2902,836
232089,21904,NULL,13979,1164
232186,NULL,20321,12367,33135
232195,NULL,7954,3428,9077
232256,30321,NULL,17893,1061
232265,28568,NULL,17093,3859
232308,20762,NULL,10485,673
232414,NULL,6233,4033,13875
232423,NULL,21281,10289,21798
232450,NULL,6837,2502,14329
232557,27883,NULL,11262,59188
232566,NULL,19207,6848,5152
232575,NULL,6863,4467,9112
232609,23687,NULL,15629,2162
232618,28557,NULL,14450,472
232672,16460,NULL,13260,1364
232681,NULL,21483,6645,4864
232706,24933,NULL,21474,2753
232724,NULL,NULL,5191,33
232788,NULL,6344,2078,3560
232797,20509,NULL,13343,2146
232867,NULL,6928,3671,6385
232885,NULL,NULL,10510,566
232919,18346,NULL,11197,972
232937,NULL,15155,5513,5152
232946,NULL,9903,4194,73657
232982,NULL,15680,7380,21924
233019,NULL,4752,2791,2958
233037,NULL,4999,2743,1898
233082,NULL,NULL,10653,177
233116,NULL,7394,4401,7420
233277,NULL,17707,6826,8836
233286,12903,NULL,5995,125
233295,26264,NULL,17641,1500
233301,23825,NULL,12963,704
233310,NULL,7023,3414,4321
233329,22268,NULL,7739,405
233338,NULL,13545,2230,2882
233356,NULL,NULL,11326,611
233374,25911,NULL,26089,3803
233408,14528,NULL,10609,375
233426,26256,NULL,15783,2113
233480,NULL,NULL,4023,32
233541,29001,NULL,18384,2656
233611,17560,NULL,11839,1031
233639,NULL,7361,3852,4712
233648,NULL,7959,1895,3150
233666,14248,NULL,10926,39
233684,25512,NULL,14377,6791
233718,22672,NULL,14328,345
233754,NULL,7209,3437,12210
233772,NULL,8105,2788,32982
233842,NULL,NULL,947,NULL
233897,NULL,9880,6228,3325
233903,NULL,6568,2237,3007
233921,NULL,20964,14364,28000
233949,NULL,7319,3449,10130
234030,NULL,21313,12367,25889
234076,NULL,20281,21371,18667
234085,NULL,19236,14914,1769
234119,14183,NULL,27345,37
234137,21012,NULL,8429,419
234155,NULL,15899,5733,4659
234164,22076,NULL,11883,1452
234173,24311,NULL,16089,1589
234207,27083,NULL,28486,1834
234377,NULL,1968,2805,3483
234669,NULL,7021,4773,20125
234696,NULL,4111,3036,3574
234711,NULL,7001,2923,3078
234827,NULL,15175,5949,16515
234845,NULL,6565,1958,5151
234915,23557,NULL,24301,1526
234924,8881,NULL,9504,315
234933,NULL,7304,2756,14127
234951,NULL,6859,2080,5806
234979,NULL,8515,2322,9334
235024,34448,NULL,26035,672
235088,38401,NULL,16679,460
235097,NULL,12150,7217,14390
235103,NULL,6845,4745,12904
235149,NULL,8602,3164,14451
235158,19195,NULL,14892,215
235167,NULL,12500,7261,4246
235237,NULL,7293,3372,10611
235307,10896,NULL,7777,187
235316,33545,NULL,21683,5411
235334,NULL,5959,1433,3021
235343,NULL,8647,5211,11638
235352,17733,NULL,12894,120
235422,9361,NULL,15321,920
235431,NULL,7129,2197,10199
235501,12893,NULL,9755,624
235547,NULL,NULL,26094,207
235583,14015,NULL,11944,216
235671,NULL,4906,2041,6035
235699,NULL,9582,2225,5154
235750,NULL,7226,1961,4305
236018,6991,NULL,4679,137
236072,NULL,4516,4702,9911
236133,26932,NULL,17644,1024
236188,NULL,5368,3826,9821
236212,17688,NULL,10280,1228
236230,23821,NULL,18734,2862
236258,NULL,4926,2460,3100
236328,36075,NULL,31613,2494
236382,NULL,6123,3040,6386
236452,21826,NULL,18082,1622
236504,NULL,9252,4852,10453
236513,NULL,4614,4725,11965
236577,28400,NULL,21061,3107
236595,34947,NULL,26815,5154
236610,NULL,6293,3092,9429
236638,NULL,8448,3540,7878
236656,NULL,6678,3049,6956
236692,NULL,5046,3414,16516
236708,NULL,7061,4275,7839
236744,8088,NULL,8255,105
236753,NULL,5722,3317,9907
236887,NULL,6176,2533,6847
236896,21798,NULL,17804,1821
236939,NULL,15768,9648,28198
236948,NULL,12001,17912,39015
236975,NULL,6605,1292,4646
237011,NULL,16439,7734,16553
237039,NULL,6802,4835,6089
237057,32627,NULL,32756,1591
237066,27087,NULL,17697,2300
237109,NULL,8293,2031,5844
237118,19385,NULL,12234,1027
237127,6501,NULL,4298,22
237136,12652,NULL,4717,292
237145,1706,NULL,3016,35
237172,NULL,11189,748,66
237181,19268,NULL,10562,679
237215,NULL,9358,3455,1600
237242,NULL,2023,3314,114
237303,4496,NULL,5791,138
237312,20608,NULL,11754,2469
237321,9071,NULL,8819,105
237330,NULL,9161,3371,2175
237358,17405,NULL,9829,978
237367,NULL,10368,3711,4294
237385,NULL,17503,4681,2063
237437,9521,NULL,10782,670
237473,NULL,16369,1667,135
237491,NULL,1501,1323,48
237525,NULL,8894,7213,11106
237543,NULL,8380,3980,177
237552,25684,NULL,23525,131
237561,NULL,4340,1819,91
237570,8188,NULL,8703,125
237598,16672,NULL,4762,110
237640,17462,NULL,5753,563
237686,NULL,7349,3520,3021
237701,NULL,8770,3584,1652
237729,NULL,7771,1658,188
237783,21076,NULL,11947,1177
237792,NULL,9861,5353,3936
237817,NULL,6087,476,1925
237844,NULL,4930,4499,184
237880,NULL,NULL,42875,NULL
237899,NULL,13904,4590,4437
237905,NULL,NULL,2632,49
237932,NULL,12876,6372,2338
237950,NULL,10200,9805,1923
237969,18379,NULL,11806,1341
237987,12061,NULL,10733,198
237996,17068,NULL,8413,802
238005,16012,NULL,15919,75
238014,NULL,4364,1802,2676
238032,NULL,12539,13773,24660
238078,16648,NULL,14928,879
238096,NULL,3216,4447,53
238175,9597,NULL,9526,213
238193,17022,NULL,19483,1405
238263,NULL,10791,3727,22036
238324,24309,NULL,17776,545
238333,14877,NULL,17607,1501
238397,NULL,8497,2873,2582
238430,18040,NULL,13794,1829
238458,22943,NULL,15798,3009
238476,27764,NULL,14368,2885
238573,NULL,NULL,16925,140
238616,23889,NULL,15225,3988
238661,25340,NULL,19262,1731
238722,NULL,10763,2638,17963
238759,NULL,7955,3661,14412
238810,10280,NULL,7628,67
238980,20351,NULL,11664,2900
239008,NULL,11286,3770,4650
239017,24801,NULL,18536,1487
239071,17013,NULL,12099,1172
239080,20461,NULL,14410,1869
239105,29693,NULL,22395,8599
239169,NULL,NULL,37125,NULL
239220,NULL,9593,3201,3517
239248,NULL,7851,2961,21715
239309,24832,NULL,20849,679
239318,23706,NULL,15998,2681
239372,NULL,9854,2570,7840
239390,17706,NULL,14961,778
239424,NULL,NULL,8189,NULL
239442,NULL,8425,3227,1848
239460,NULL,9983,1839,9119
239488,NULL,9136,3440,15369
239512,19187,NULL,10505,685
239628,18397,NULL,15608,774
239637,NULL,NULL,18492,NULL
239716,24928,NULL,19773,2120
239743,23248,NULL,14517,448
239877,12293,NULL,6800,67
239910,NULL,9924,3837,3743
240107,19974,NULL,14187,1978
240116,NULL,10711,3118,10874
240125,NULL,9833,3035,10878
240170,NULL,9523,2975,5710
240189,NULL,14166,6986,12472
240198,NULL,11586,1138,4298
240213,NULL,NULL,33934,NULL
240268,NULL,15673,7144,10902
240277,NULL,14487,5170,7973
240329,NULL,14478,7092,10427
240338,21135,NULL,12131,1157
240365,NULL,15695,5558,14184
240374,NULL,11856,4919,4730
240392,23453,NULL,17903,3419
240417,NULL,15945,6316,9080
240426,NULL,13857,6129,2869
240444,NULL,18219,13471,34253
240453,NULL,17661,8435,23451
240462,NULL,15419,6653,8287
240471,NULL,15645,6200,6248
240480,NULL,14192,6226,8629
240505,NULL,7185,2608,5035
240514,NULL,7283,3229,2543
240596,NULL,6163,2234,2138
240620,NULL,6767,3628,5997
240657,NULL,6045,2115,2166
240666,NULL,10186,3390,6001
240693,NULL,7513,2219,5418
240709,8367,NULL,7472,60
240718,34773,NULL,12860,570
240727,NULL,13379,6084,10954
240736,NULL,2578,1154,1370
240745,NULL,5848,3534,2732
240754,NULL,8931,3336,4061
240790,NULL,3702,2425,1439
240879,6734,NULL,5245,525
240985,17736,NULL,3731,312
241100,9656,NULL,58,558
241128,9231,NULL,58,797
241182,3334,NULL,5239,599
241191,7808,NULL,6715,1328
241216,4199,NULL,2062,1752
241225,6617,NULL,7947,1628
241304,3484,NULL,8400,1503
241331,10675,NULL,7104,561
241377,3402,NULL,12713,1334
241386,2854,NULL,2914,397
241395,8136,NULL,13921,667
241410,9594,NULL,5748,5742
241517,8158,NULL,4514,802
241614,6853,NULL,1823,317
241720,NULL,822,383,1637
241739,7349,NULL,6991,11824
241766,NULL,7263,4596,438
241793,NULL,NULL,9913,NULL
241836,8118,NULL,7417,1548
241906,5189,NULL,5653,459
241951,NULL,1835,1316,513
242042,NULL,3034,746,652
242112,5780,NULL,4896,1302
242121,4159,NULL,4340,676
242130,8671,NULL,8552,466
242149,6880,NULL,8519,579
242413,3260,NULL,4783,136
242422,6665,NULL,6846,12008
242556,NULL,2497,602,662
242565,NULL,-1765,206,575
242583,NULL,1990,1495,670
242617,8960,NULL,4883,4368
242626,7587,NULL,4804,4326
242635,8438,NULL,4893,4249
242644,8085,NULL,4836,2006
242653,12050,NULL,6697,7051
242662,8026,NULL,5137,5175
242680,8864,NULL,5267,2180
242699,8566,NULL,5251,2047
242705,8490,NULL,5323,4804
242723,NULL,NULL,16054,NULL
242750,12882,NULL,4339,143
242820,8253,NULL,6327,1224
242945,4608,NULL,4758,348
242954,4829,NULL,3572,142
242972,7268,NULL,5403,15126
243072,NULL,NULL,8247,1340
243081,NULL,NULL,27129,12
243106,NULL,4468,662,3740
243115,NULL,9665,391,3923
243133,NULL,3113,613,4909
243142,NULL,6185,1829,4027
243151,NULL,6455,568,3578
243179,NULL,7887,549,4118
243188,NULL,10473,648,1225
243197,NULL,8584,851,12907
243203,NULL,NULL,5741,345
243212,NULL,5993,475,3279
243221,NULL,5719,1133,12555
243346,7178,NULL,7334,11060
243443,13120,NULL,7497,4765
243498,NULL,NULL,5869,NULL
243568,10506,NULL,25390,156
243577,15859,NULL,7635,4004
243586,7839,NULL,11829,1485
243601,7676,NULL,7764,15681
243638,NULL,4429,626,2683
243647,NULL,927,5499,621
243665,NULL,11714,8441,2217
243744,12265,NULL,24872,8454
243780,NULL,12527,16369,33757
243799,NULL,35881,3495,59
243823,28053,NULL,22011,731
243832,7326,NULL,8257,2703
243841,8301,NULL,9547,576
244233,22420,NULL,17483,565
244279,15867,NULL,9488,374
244437,NULL,6711,3652,25873
244446,NULL,6611,954,5922
244561,29637,NULL,12735,385
244613,28712,NULL,10609,226
245069,18809,NULL,3952,40
245281,9153,NULL,2749,79
245421,NULL,NULL,5815,75
245430,10631,NULL,3980,126
245625,NULL,7755,2830,3569
245652,40973,NULL,12834,365
245777,NULL,NULL,1946,57
245838,NULL,NULL,18625,371
245847,NULL,NULL,19354,139
245865,NULL,NULL,16197,NULL
245883,NULL,NULL,16895,129
245892,NULL,NULL,46845,55
245953,12554,NULL,11620,2004
245962,24664,NULL,20063,588
245980,5286,NULL,6191,57
245999,NULL,7282,923,3262
246017,NULL,NULL,687,637
246035,18584,NULL,12968,423
246071,NULL,12787,953,100
246345,NULL,NULL,17384,NULL
246354,NULL,3754,923,18034
246406,15577,NULL,12634,46
246415,24089,NULL,6021,96
246460,7543,NULL,4367,190
246789,NULL,NULL,3956,NULL
246813,NULL,3442,2806,6257
246895,NULL,12861,2331,809
246974,18307,NULL,13051,509
247010,13104,NULL,7665,46
247047,10356,NULL,7229,110
247065,19942,NULL,20681,1159
247153,22558,NULL,10805,684
247162,NULL,NULL,15100,14
247409,18204,NULL,8905,231
247603,NULL,13216,7541,3711
247649,39394,NULL,43227,566
247700,NULL,NULL,73437,132
247773,7751,NULL,8754,63
247825,NULL,NULL,9088,27
247834,NULL,5992,1802,45468
247940,NULL,5132,2164,5286
248192,7789,NULL,4101,43
248305,14404,NULL,7968,136
248527,5719,NULL,3916,97
248606,NULL,7675,885,2353
248624,NULL,9165,1766,122
248633,NULL,23050,9400,103
248660,16775,NULL,8344,244
248703,15300,NULL,10500,237
248846,38816,NULL,43372,78
248925,NULL,8946,2998,1492
248934,20554,NULL,13862,17867
249140,19070,NULL,24586,414
249238,19292,NULL,10079,647
249566,11862,NULL,7018,469
249609,18045,NULL,8083,274
250027,7050,NULL,15931,394
250285,21550,NULL,15074,563
250601,25668,NULL,17849,496
250744,25064,NULL,10333,1090
250902,11803,NULL,11946,84
250993,NULL,NULL,1244,540
251260,NULL,9230,2407,7132
251312,22629,NULL,13197,1268
260336,NULL,13215,874,43
260363,NULL,16716,6693,43
260372,NULL,2247,3797,315
260664,13671,NULL,23208,294
260691,21738,NULL,8681,1578
260789,23953,NULL,13223,1025
260813,38101,NULL,12702,321
260901,NULL,17759,8871,40336
260910,NULL,13009,10832,282
260929,18546,NULL,7259,359
260947,NULL,NULL,NULL,NULL
260965,11249,NULL,10574,120
260992,23199,NULL,19906,1071
261436,18348,NULL,12260,1290
261676,17912,NULL,8792,113
261685,18181,NULL,8224,144
261719,18418,NULL,8800,401
261773,NULL,5906,3784,31
261861,15198,NULL,26979,153
262022,NULL,NULL,10386,NULL
262031,NULL,2999,3715,9349
262086,26864,NULL,14523,5280
262129,NULL,7991,953,872
262165,NULL,NULL,NULL,NULL
262341,18841,NULL,7755,836
262369,16052,NULL,6505,174
262402,NULL,NULL,11496,247
262466,33778,NULL,32886,122
362700,23569,NULL,7129,584
362782,17673,NULL,4962,347
363013,17436,NULL,8669,109
363077,18763,NULL,9339,277
363147,12354,NULL,12056,273
363165,NULL,8103,2064,1365
363439,23910,NULL,16394,408
363633,NULL,3039,755,1771
363679,12399,NULL,12122,274
363712,8427,NULL,3727,25
363721,NULL,NULL,10115,NULL
363882,11525,NULL,10402,99
363907,3078,NULL,2748,725
363916,2647,NULL,4846,283
363934,22215,NULL,15504,936
364016,NULL,7945,2105,12427
364025,NULL,8136,2272,19559
364122,NULL,NULL,NULL,NULL
364168,17424,NULL,16939,198
364548,NULL,6162,6981,292
364575,NULL,4130,2280,38
364627,NULL,5280,1490,522
364636,NULL,14531,711,117
364751,12925,NULL,3497,156
364760,4719,NULL,5371,124
364946,NULL,4097,1897,513
364964,NULL,15395,3524,97
365091,22044,NULL,13617,379
365125,13668,NULL,10418,224
365198,NULL,11336,174,718
365204,16354,NULL,8335,5798
365213,NULL,NULL,1486,778
365240,NULL,9843,5976,44
365374,NULL,3591,1224,1811
365383,NULL,14261,5292,244
365480,NULL,NULL,1456,946
365505,NULL,30016,9063,50
365693,13320,NULL,6891,201
365763,NULL,15620,4831,61
365824,18717,NULL,7915,281
365833,19188,NULL,8672,288
366003,NULL,NULL,12599,410
366155,1798,NULL,4511,40
366191,18533,NULL,12284,1379
366252,NULL,23435,18334,5885
366261,25839,NULL,8468,341
366270,20646,NULL,8861,410
366289,24374,NULL,9264,329
366340,NULL,6493,1656,1088
366368,NULL,NULL,31155,NULL
366395,NULL,5389,4453,33424
366401,NULL,3778,1173,12994
366438,14556,NULL,12578,108
366465,NULL,1395,2490,2965
366535,21103,NULL,10950,486
366553,19425,NULL,15789,1620
366571,NULL,NULL,2188,22
366605,NULL,NULL,20800,NULL
366623,NULL,NULL,346,125
366632,NULL,9972,4622,34
366711,NULL,12872,5828,15748
366793,NULL,NULL,8694,NULL
367024,NULL,17733,8953,991
367051,8587,NULL,4652,134
367088,15637,NULL,11137,111
367103,14310,NULL,5598,152
367112,21303,NULL,14531,1212
367158,17622,NULL,8541,126
367334,20100,NULL,20908,328
367361,14100,NULL,5168,47
367431,10151,NULL,7606,30
367459,NULL,7316,3064,11098
367875,NULL,5906,1516,865
367884,18686,NULL,18484,1623
367954,NULL,NULL,26209,NULL
367972,NULL,NULL,3047,147
367981,17146,NULL,6651,108
368036,13887,NULL,10058,35
368230,14969,NULL,10165,228
368364,NULL,10122,764,431
368407,NULL,8262,1056,115
368443,23463,NULL,15502,1907
368452,22074,NULL,11308,328
368540,17061,NULL,12438,45
368629,25357,NULL,9316,996
368647,NULL,1817,4016,47
368771,33398,NULL,12259,220
368780,22891,NULL,5023,550
368832,22601,NULL,5526,58
368911,NULL,3529,2767,2391
369002,NULL,NULL,14739,NULL
369109,NULL,8046,9037,139
369400,21775,NULL,12637,3117
369419,NULL,13940,249,3324
369446,5292,NULL,6424,83
369455,NULL,NULL,17183,105
369516,18620,NULL,12161,448
369659,NULL,NULL,15208,NULL
369668,NULL,9660,7677,310
369686,8002,NULL,8541,243
369695,12837,NULL,3478,173
369783,18084,NULL,8945,686
369905,16411,NULL,22799,336
369950,14898,NULL,18439,267
371034,11200,NULL,5370,22
371052,66587,NULL,8521,598
371690,NULL,4672,3760,984
371830,16585,NULL,1356,104
371928,19300,NULL,5466,161
371964,26797,NULL,9078,726
372028,26176,NULL,14283,223
372073,26886,NULL,13293,326
372082,NULL,3691,2351,222
372240,15242,NULL,4605,39
372329,21769,NULL,6266,2211
372356,11762,NULL,10777,94
372462,10874,NULL,8095,218
372718,25037,NULL,7399,476
372921,22011,NULL,8976,948
372958,21734,NULL,11910,331
373085,19626,NULL,11172,132
373216,12186,NULL,9929,127
373456,11143,NULL,7308,19
373526,13178,NULL,26098,331
373678,18921,NULL,11098,272
373696,20359,NULL,10604,202
373711,NULL,17156,6255,92
373784,14941,NULL,7294,1066
374024,NULL,NULL,14974,NULL
374316,18183,NULL,15572,77
374343,12348,NULL,8089,61
374574,24476,NULL,11064,859
374592,NULL,13653,4169,87
374927,17024,NULL,5409,71
374972,15219,NULL,28175,831
374990,20967,NULL,10589,95
375106,19158,NULL,11644,157
375230,8807,NULL,6351,105
375373,NULL,16886,8765,316
375407,NULL,19101,5238,190
375416,19602,NULL,10861,1005
375540,13508,NULL,8303,95
375568,NULL,805,8173,39
375656,NULL,9198,142,177
375683,NULL,1039,1023,1053
375726,NULL,3422,518,2879
375939,12250,NULL,7773,226
375966,NULL,19266,1174,197
375984,17052,NULL,10488,516
376224,7450,NULL,3381,590
376242,7501,NULL,4431,291
376288,5643,NULL,4946,115
376321,5480,NULL,6179,2891
376330,NULL,NULL,4950,370
376385,4710,NULL,4446,655
376446,11356,NULL,6589,131
376631,11025,NULL,6149,70
376677,12212,NULL,7922,188
376695,NULL,2722,709,1399
377111,21461,NULL,10536,803
377193,NULL,NULL,7713,80
377218,26879,NULL,13620,233
377272,11124,NULL,10378,38
377281,10578,NULL,10002,88
377315,11554,NULL,7702,85
377342,30589,NULL,7085,853
377449,24726,NULL,17050,385
377458,24124,NULL,14531,483
377485,NULL,4421,1736,58
377546,22222,NULL,20729,104
377555,NULL,10149,3266,6439
377564,NULL,9244,3776,5218
377643,9131,NULL,4361,78
377652,22479,NULL,47610,217
377661,25183,NULL,4079,719
377670,24265,NULL,16284,142
377722,18934,NULL,12510,624
377759,14714,NULL,8740,64
378105,21919,NULL,13066,279
378576,24623,NULL,11913,204
378886,14011,NULL,9115,273
378956,21460,NULL,15931,1035
379621,NULL,19525,4653,85
379746,21751,NULL,10440,167
379782,14825,NULL,11340,344
380067,4863,NULL,5858,135
380359,NULL,5033,762,620
380368,NULL,9782,2230,2389
380377,NULL,6235,5188,850
380438,16764,NULL,23565,590
380456,9982,NULL,9062,166
380465,NULL,NULL,10271,139
380474,23375,NULL,6741,375
381255,11147,NULL,10774,179
381282,13577,NULL,11384,216
381325,10379,NULL,10188,225
381352,NULL,NULL,11830,NULL
381361,33538,NULL,9552,83
381370,15037,NULL,12368,419
381404,14488,NULL,10256,523
381459,NULL,NULL,5795,NULL
381486,4907,NULL,10696,17
381699,8817,NULL,6641,45
381732,25396,NULL,17212,162
381866,21033,NULL,15135,78
382258,NULL,19713,16579,214
382267,9086,NULL,8553,117
382416,NULL,13278,6398,82
382461,19197,NULL,11268,72
382780,11222,NULL,6908,198
382902,11734,NULL,8040,90
382911,NULL,2021,8333,112
382957,25128,NULL,8518,683
383020,NULL,NULL,15876,22
383084,NULL,3316,2062,1731
383163,19875,NULL,7882,660
383190,NULL,10742,2626,3694
383279,29169,NULL,9849,227
383297,30069,NULL,13602,286
383312,NULL,6174,8568,102
383330,NULL,NULL,7248,161
383367,NULL,9124,6389,290
383464,7465,NULL,3890,172
383525,NULL,14543,4565,156
383765,16197,NULL,10566,243
383792,5153,NULL,3976,193
383950,22186,NULL,10287,395
383996,NULL,7001,1541,888
384236,25311,NULL,9528,697
384245,25772,NULL,9884,1075
384254,33886,NULL,27234,371
384306,NULL,NULL,11412,NULL
384333,NULL,6861,1517,13715
384342,NULL,10119,2648,8954
384412,27063,NULL,27670,140
384421,6775,NULL,11336,94
385132,17972,NULL,13570,138
385503,31877,NULL,10829,399
385549,17805,NULL,5182,105
385619,27876,NULL,18949,2140
386153,14696,NULL,5609,406
386472,20664,NULL,14833,953
387925,25142,NULL,8504,303
388043,25734,NULL,17501,429
388520,NULL,NULL,12219,535
388663,7908,NULL,6576,206
389860,NULL,16203,11283,225
390905,NULL,7758,9354,257
391005,11904,NULL,4395,371
391546,NULL,NULL,4716,241
391759,NULL,NULL,4311,38
392257,26359,NULL,6003,2347
392354,26635,NULL,4836,29
392415,22757,NULL,8267,487
392840,25879,NULL,39941,206
393524,9216,NULL,5206,199
393649,25218,NULL,8969,1325
393861,NULL,NULL,1718,912
395362,NULL,8055,232,2442
395690,21801,NULL,11669,1071
397942,27743,NULL,9304,1629
398130,20223,NULL,14343,255
399212,NULL,3739,639,15808
399869,24829,NULL,7842,955
399911,15635,NULL,6047,417
400080,22990,NULL,15616,1371
400187,NULL,NULL,3855,830
401223,18545,NULL,6533,174
401250,NULL,NULL,6061,NULL
401481,7960,NULL,9630,57
401764,12063,NULL,8295,348
402563,17367,NULL,8633,287
402776,27376,NULL,23972,79
402800,11428,NULL,4339,251
403469,NULL,1682,1312,7094
403478,NULL,2173,1813,1599
403487,NULL,1545,833,15426
404037,16758,NULL,7128,47
404055,26795,NULL,32263,372
404222,NULL,NULL,29099,NULL
404338,18049,NULL,53753,99
404426,NULL,12128,3171,5783
404684,3225,NULL,6308,577
404718,10744,NULL,8137,63
404806,2932,NULL,7947,411
404912,24961,NULL,7976,1287
404994,25359,NULL,16279,7632
405012,12453,NULL,10930,90
405021,12998,NULL,11649,65
405058,9912,NULL,19993,168
405076,25931,NULL,14273,775
405854,19639,NULL,11257,228
405872,NULL,4767,4889,4314
405997,NULL,NULL,12164,231
406024,24753,NULL,10719,2028
406033,NULL,NULL,11048,2262
406149,21832,NULL,17370,160
406325,NULL,19460,6416,282
406361,NULL,NULL,NULL,NULL
406413,21125,NULL,12252,66
406422,NULL,14756,7172,156
406486,17957,NULL,8909,113
406547,21436,NULL,17442,398
407009,NULL,8840,10395,4061
407054,22850,NULL,8143,237
407090,19557,NULL,9626,599
407142,12950,NULL,10022,137
407151,11300,NULL,6824,120
407179,16524,NULL,10275,138
407355,13023,NULL,8846,308
407391,15050,NULL,11345,173
407407,27493,NULL,10266,210
407425,16569,NULL,9833,181
407434,13630,NULL,10696,83
407461,NULL,12544,6748,152
407470,14196,NULL,9168,297
407489,NULL,10182,11910,152
407513,NULL,NULL,3538,588
407522,NULL,4451,9339,27
407568,12078,NULL,8176,172
407577,NULL,16682,5099,183
407595,NULL,13759,3056,138
407601,NULL,NULL,324,104
407610,12444,NULL,5195,84
407629,NULL,NULL,29508,NULL
407683,17355,NULL,8777,365
407708,12290,NULL,11930,288
407735,14013,NULL,8434,55
407832,NULL,20852,8438,425
408066,15399,NULL,9495,415
408163,17255,NULL,10573,84
408385,25256,NULL,15146,1107
408729,7892,NULL,9674,194
408844,21736,NULL,10229,6909
408862,15422,NULL,2521,402
409032,14559,NULL,6953,544
409120,NULL,25132,5494,128
409193,6954,NULL,3831,456
409254,NULL,NULL,17862,NULL
409315,NULL,1445,1018,42373
409537,NULL,NULL,14956,78
409591,NULL,12150,18435,184
409616,NULL,NULL,23691,NULL
409698,NULL,12739,5237,7572
410496,12759,NULL,22466,414
410797,24739,NULL,9456,373
410964,24595,NULL,13920,27
411684,20179,NULL,7671,220
411754,NULL,NULL,8190,54
412173,21842,NULL,4864,593
412535,NULL,23504,8635,42
412544,21417,NULL,2276,198
412599,21311,NULL,11029,957
413176,NULL,2776,3028,41
413413,7290,NULL,16837,17389
413617,7090,NULL,7881,426
413626,NULL,9436,1382,239
413680,23713,NULL,20153,698
413778,12550,NULL,9910,278
413802,NULL,12514,1586,457
413820,8989,NULL,4286,28
413893,28478,NULL,7851,1132
413945,15280,NULL,10372,135
413972,12974,NULL,NULL,60
414063,15569,NULL,12254,180
414124,15908,NULL,12470,484
414461,11103,NULL,5373,3192
414489,13267,NULL,9276,146
414540,18592,NULL,12413,396
414595,29462,NULL,13001,174
414823,23417,NULL,15363,1617
414869,16783,NULL,11456,321
414878,14712,NULL,7095,517
414911,NULL,5908,3394,3581
414939,26461,NULL,4097,446
414966,NULL,NULL,3492,NULL
415039,16918,NULL,10052,102
415057,28769,NULL,9586,162
415987,24004,NULL,10467,593
416458,20247,NULL,12347,439
416801,NULL,NULL,2848,458
417008,14083,NULL,7464,198
